Ticket_ID,Subject,Description,Category,Priority,Timestamp
1044,2FA Issue,I can't reset my password.,Account Management,Critical,2025-08-11 00:47:07.454948
1045,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-05-29 05:55:07.454948
1046,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-09-21 22:30:07.454948
1047,API Error,Integration with Zapier is failing.,Technical Issue,High,2025-04-23 12:11:07.454948
1048,New Feature Suggestion,Add export to PDF functionality.,Feature Request,High,2025-07-22 17:56:07.454948
1049,UX Improvement,It would be great if we could upload file.,Feature Request,High,2025-06-20 01:57:07.454948
1050,Connection Failed,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-07-01 01:25:07.454948
1051,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Low,2025-09-23 00:31:07.454948
1052,Login Error,Login fails even with correct credentials.,Bug Report,Medium,2025-04-17 16:30:07.454948
1053,Double Charge,Refund request for unused service period.,Billing Inquiry,Low,2025-09-08 06:06:07.454948
1054,Password Reset,I can't reset my password.,Account Management,Critical,2025-09-01 07:37:07.454948
1055,2FA Issue,I can't reset my password.,Account Management,Low,2025-04-27 07:34:07.454948
1056,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-08-27 05:11:07.454948
1057,Login Error,Error message 'Timeout' appears when I try to log in.,Bug Report,High,2025-06-27 01:33:07.454948
1058,Password Reset,My account is locked without reason.,Account Management,Medium,2025-06-19 05:44:07.454948
1059,API Error,Integration with Google Workspace is failing.,Technical Issue,High,2025-09-22 15:04:07.454948
1060,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-05-01 13:11:07.454948
1061,New Feature Suggestion,Add export to PDF functionality.,Feature Request,High,2025-04-05 15:12:07.454948
1062,Login Error,The search is not working after the latest update.,Bug Report,Medium,2025-06-26 07:04:07.454948
1063,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-05-01 11:05:07.454948
1064,App Crash,Error message 'Timeout' appears when I try to sync data.,Bug Report,Medium,2025-05-10 10:13:07.454948
1065,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-04-04 07:23:07.454948
1066,API Error,Server response time is too slow for data export.,Technical Issue,High,2025-08-24 04:44:07.454948
1067,API Error,SSL certificate error on your domain.,Technical Issue,High,2025-08-11 01:08:07.454948
1068,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-04-06 07:59:07.454948
1069,Account Locked,Email not updating in profile settings.,Account Management,Critical,2025-05-30 03:39:07.454948
1070,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,Critical,2025-06-04 05:03:07.454948
1071,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,Critical,2025-08-07 21:25:07.454948
1072,Password Reset,Email not updating in profile settings.,Account Management,High,2025-07-27 09:25:07.454948
1073,UX Improvement,Can you add notifications to the dashboard?,Feature Request,Critical,2025-04-08 06:14:07.454948
1074,Account Locked,Email not updating in profile settings.,Account Management,High,2025-05-17 03:18:07.454948
1075,Refund Request,Refund request for unused service period.,Billing Inquiry,Medium,2025-09-02 06:00:07.454948
1076,Feature Broken,App crashes when I click on Refresh.,Bug Report,Critical,2025-06-24 14:57:07.454948
1077,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-08-31 04:46:07.454948
1078,Password Reset,My account is locked without reason.,Account Management,High,2025-07-10 06:12:07.454948
1079,UX Improvement,I suggest improving the reporting for better usability.,Feature Request,Medium,2025-04-16 12:21:07.454948
1080,Slow Performance,API returns 500 error when calling /api/logs.,Technical Issue,Medium,2025-05-15 16:19:07.454948
1081,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Low,2025-06-25 00:43:07.454948
1082,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-09-01 06:52:07.454948
1083,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,High,2025-04-04 21:46:07.454948
1084,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-08-17 23:17:07.454948
1085,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-06-19 06:43:07.454948
1086,API Error,Server response time is too slow for data export.,Technical Issue,Medium,2025-08-20 16:52:07.454948
1087,Password Reset,My account is locked without reason.,Account Management,Critical,2025-04-24 20:48:07.454948
1088,App Crash,Error message 'Connection lost' appears when I try to log in.,Bug Report,Medium,2025-04-15 10:33:07.454948
1089,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-05-16 22:17:07.454948
1090,Connection Failed,Integration with Google Workspace is failing.,Technical Issue,High,2025-05-06 13:45:07.454948
1091,Password Reset,How do I delete my account permanently?,Account Management,Medium,2025-04-21 12:39:07.454948
1092,Password Reset,My account is locked without reason.,Account Management,High,2025-06-23 02:20:07.454948
1093,Password Reset,Email not updating in profile settings.,Account Management,High,2025-09-03 21:34:07.454948
1094,App Crash,App crashes when I click on Refresh.,Bug Report,High,2025-04-22 17:23:07.454948
1095,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-05-18 06:48:07.454948
1096,App Crash,Error message '500' appears when I try to upload file.,Bug Report,Medium,2025-07-27 04:02:07.454948
1097,New Feature Suggestion,It would be great if we could log in.,Feature Request,High,2025-08-14 07:33:07.454948
1098,Connection Failed,Integration with Google Workspace is failing.,Technical Issue,Medium,2025-06-27 00:30:07.454948
1099,Feature Broken,App crashes when I click on Refresh.,Bug Report,High,2025-05-28 16:11:07.454948
1100,New Feature Suggestion,It would be great if we could log in.,Feature Request,Medium,2025-04-03 06:56:07.454948
1101,2FA Issue,Two-factor authentication not working.,Account Management,Critical,2025-05-01 12:30:07.454948
1102,App Crash,The search is not working after the latest update.,Bug Report,Critical,2025-07-17 07:42:07.454948
1103,Connection Failed,Server response time is too slow for data export.,Technical Issue,High,2025-04-11 08:20:07.454948
1104,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-08 14:39:07.454948
1105,Slow Performance,SSL certificate error on your domain.,Technical Issue,Low,2025-06-28 19:18:07.454948
1106,New Feature Suggestion,Can you add search to the dashboard?,Feature Request,High,2025-04-04 08:36:07.454948
1107,Account Locked,How do I delete my account permanently?,Account Management,Critical,2025-08-01 05:06:07.454948
1108,Login Error,App crashes when I click on Save.,Bug Report,High,2025-08-16 12:36:07.454948
1109,App Crash,The notifications is not working after the latest update.,Bug Report,Medium,2025-08-05 07:36:07.454948
1110,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-08-11 18:06:07.454948
1111,UX Improvement,Add export to PDF functionality.,Feature Request,Critical,2025-05-03 16:31:07.454948
1112,Account Locked,Email not updating in profile settings.,Account Management,Low,2025-09-20 09:47:07.454948
1113,App Crash,The search is not working after the latest update.,Bug Report,High,2025-07-23 01:55:07.454948
1114,Account Locked,My account is locked without reason.,Account Management,High,2025-09-18 09:06:07.454948
1115,Feature Broken,App crashes when I click on Save.,Bug Report,Medium,2025-06-06 09:45:07.454948
1116,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Low,2025-08-18 08:03:07.454948
1117,Login Error,The dark mode is not working after the latest update.,Bug Report,Medium,2025-05-05 04:36:07.454948
1118,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-07-09 11:30:07.454948
1119,2FA Issue,How do I delete my account permanently?,Account Management,Medium,2025-06-28 17:58:07.454948
1120,2FA Issue,Two-factor authentication not working.,Account Management,Medium,2025-09-15 14:36:07.454948
1121,Feature Broken,App crashes when I click on Delete.,Bug Report,Medium,2025-04-19 15:14:07.454948
1122,Feature Broken,App crashes when I click on Refresh.,Bug Report,High,2025-07-20 04:54:07.454948
1123,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,Medium,2025-08-26 06:55:07.454948
1124,UX Improvement,Add export to PDF functionality.,Feature Request,High,2025-07-28 22:03:07.454948
1125,Login Error,Error message '500' appears when I try to upload file.,Bug Report,Medium,2025-08-28 10:39:07.454948
1126,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Low,2025-04-13 10:49:07.454948
1127,Account Locked,How do I delete my account permanently?,Account Management,High,2025-06-20 23:04:07.454948
1128,2FA Issue,Two-factor authentication not working.,Account Management,Low,2025-09-07 10:57:07.454948
1129,Double Charge,Refund request for unused service period.,Billing Inquiry,High,2025-07-12 22:31:07.454948
1130,App Crash,Login fails even with correct credentials.,Bug Report,Medium,2025-08-21 20:19:07.454948
1131,UX Improvement,I suggest improving the checkout for better usability.,Feature Request,Medium,2025-05-16 22:23:07.454948
1132,Slow Performance,SSL certificate error on your domain.,Technical Issue,High,2025-07-22 16:35:07.454948
1133,Feature Broken,Login fails even with correct credentials.,Bug Report,Critical,2025-03-31 18:54:07.454948
1134,Slow Performance,SSL certificate error on your domain.,Technical Issue,High,2025-08-16 11:43:07.454948
1135,Connection Failed,Server response time is too slow for data export.,Technical Issue,High,2025-07-14 14:54:07.454948
1136,New Feature Suggestion,It would be great if we could log in.,Feature Request,High,2025-09-17 21:05:07.454948
1137,Password Reset,I can't reset my password.,Account Management,High,2025-08-19 09:11:07.454948
1138,UX Improvement,I suggest improving the reporting for better usability.,Feature Request,High,2025-09-10 07:48:07.454948
1139,Slow Performance,Server response time is too slow for search query.,Technical Issue,Medium,2025-09-25 04:41:07.454948
1140,API Error,API returns 500 error when calling /api/users.,Technical Issue,High,2025-08-16 04:33:07.454948
1141,UX Improvement,I suggest improving the reporting for better usability.,Feature Request,Medium,2025-04-08 20:39:07.454948
1142,App Crash,App crashes when I click on Save.,Bug Report,Low,2025-08-22 13:46:07.454948
1143,UX Improvement,Can you add export to the dashboard?,Feature Request,High,2025-08-28 04:12:07.454948
1144,Feature Broken,The screen goes blank when I open billing.,Bug Report,High,2025-07-02 16:22:07.454948
1145,Double Charge,I was charged twice for my subscription.,Billing Inquiry,High,2025-07-08 10:43:07.454948
1146,Password Reset,Email not updating in profile settings.,Account Management,Medium,2025-07-19 03:20:07.454948
1147,Password Reset,My account is locked without reason.,Account Management,Low,2025-04-16 22:16:07.454948
1148,Slow Performance,Server response time is too slow for login.,Technical Issue,Medium,2025-05-18 02:38:07.454948
1149,App Crash,Error message '500' appears when I try to reset password.,Bug Report,High,2025-04-30 00:00:07.454948
1150,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-06-11 07:40:07.454948
1151,API Error,SSL certificate error on your domain.,Technical Issue,High,2025-06-28 00:39:07.454948
1152,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,Medium,2025-04-23 23:43:07.454948
1153,Connection Failed,API returns 500 error when calling /api/logs.,Technical Issue,Medium,2025-05-25 22:36:07.454948
1154,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,Low,2025-06-09 15:39:07.454948
1155,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,Medium,2025-09-03 17:23:07.454948
1156,UX Improvement,I suggest improving the user management for better usability.,Feature Request,High,2025-04-18 20:12:07.454948
1157,Password Reset,My account is locked without reason.,Account Management,Low,2025-04-06 18:19:07.454948
1158,Double Charge,I was charged twice for my subscription.,Billing Inquiry,Low,2025-05-02 00:22:07.454948
1159,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-04-11 02:30:07.454948
1160,App Crash,Error message '404' appears when I try to reset password.,Bug Report,High,2025-07-08 02:06:07.454948
1161,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-08-25 08:26:07.454948
1162,UX Improvement,It would be great if we could sync data.,Feature Request,High,2025-05-13 10:21:07.454948
1163,2FA Issue,How do I delete my account permanently?,Account Management,Medium,2025-05-11 16:30:07.454948
1164,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-08-17 21:24:07.454948
1165,2FA Issue,I can't reset my password.,Account Management,High,2025-04-02 08:25:07.454948
1166,UX Improvement,Can you add dark mode to the dashboard?,Feature Request,Critical,2025-09-07 04:36:07.454948
1167,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-09-09 05:50:07.454948
1168,API Error,Server response time is too slow for data export.,Technical Issue,Medium,2025-09-23 14:21:07.454948
1169,Account Locked,I can't reset my password.,Account Management,High,2025-06-06 12:25:07.454948
1170,Account Locked,I can't reset my password.,Account Management,Critical,2025-08-08 21:24:07.454948
1171,App Crash,The screen goes blank when I open billing.,Bug Report,High,2025-09-08 18:15:07.454948
1172,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-09-14 01:24:07.454948
1173,API Error,SSL certificate error on your domain.,Technical Issue,Critical,2025-07-14 18:14:07.454948
1174,UX Improvement,Can you add notifications to the dashboard?,Feature Request,High,2025-08-01 09:09:07.454948
1175,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-07-20 18:28:07.454948
1176,Login Error,Error message '500' appears when I try to upload file.,Bug Report,High,2025-06-26 00:54:07.454948
1177,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,Medium,2025-06-21 15:56:07.454948
1178,Feature Broken,App crashes when I click on Save.,Bug Report,Low,2025-04-07 05:02:07.454948
1179,Account Locked,How do I delete my account permanently?,Account Management,Medium,2025-04-28 21:47:07.454948
1180,App Crash,The export is not working after the latest update.,Bug Report,Medium,2025-04-21 20:41:07.454948
1181,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-04-22 07:40:07.454948
1182,Slow Performance,SSL certificate error on your domain.,Technical Issue,Medium,2025-05-21 05:46:07.454948
1183,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Low,2025-07-28 20:48:07.454948
1184,Account Locked,My account is locked without reason.,Account Management,Critical,2025-07-05 18:08:07.454948
1185,UX Improvement,Can you add export to the dashboard?,Feature Request,Critical,2025-06-09 22:20:07.454948
1186,API Error,I can't connect to the database despite correct settings.,Technical Issue,Medium,2025-05-08 00:33:07.454948
1187,Feature Broken,App crashes when I click on Refresh.,Bug Report,Medium,2025-08-25 14:06:07.454948
1188,Account Locked,How do I delete my account permanently?,Account Management,Critical,2025-05-28 23:37:07.454948
1189,Account Locked,I can't reset my password.,Account Management,High,2025-05-22 23:20:07.454948
1190,New Feature Suggestion,It would be great if we could sync data.,Feature Request,Medium,2025-07-28 19:07:07.454948
1191,Slow Performance,Integration with Slack is failing.,Technical Issue,High,2025-05-30 13:59:07.454948
1192,Account Locked,How do I delete my account permanently?,Account Management,Critical,2025-08-08 21:19:07.454948
1193,App Crash,The notifications is not working after the latest update.,Bug Report,Critical,2025-05-30 08:42:07.454948
1194,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,Medium,2025-09-10 13:27:07.454948
1195,Login Error,App crashes when I click on Save.,Bug Report,Critical,2025-05-11 13:22:07.454948
1196,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-08-14 16:12:07.454948
1197,App Crash,The notifications is not working after the latest update.,Bug Report,High,2025-08-23 13:46:07.454948
1198,New Feature Suggestion,I suggest improving the onboarding for better usability.,Feature Request,Critical,2025-07-27 10:28:07.454948
1199,API Error,I can't connect to the API gateway despite correct settings.,Technical Issue,Low,2025-06-10 14:11:07.454948
1200,UX Improvement,Can you add search to the dashboard?,Feature Request,Medium,2025-08-20 00:15:07.454948
1201,Feature Broken,App crashes when I click on Save.,Bug Report,High,2025-09-23 21:35:07.454948
1202,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-14 20:27:07.454948
1203,Login Error,App crashes when I click on Refresh.,Bug Report,High,2025-05-11 04:42:07.454948
1204,Refund Request,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-06-24 11:35:07.454948
1205,UX Improvement,Please consider adding dark mode support.,Feature Request,Medium,2025-08-06 17:23:07.454948
1206,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-08-30 19:07:07.454948
1207,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-06-30 13:23:07.454948
1208,UX Improvement,It would be great if we could upload file.,Feature Request,Medium,2025-05-23 14:52:07.454948
1209,Account Locked,Email not updating in profile settings.,Account Management,High,2025-08-24 15:36:07.454948
1210,App Crash,The screen goes blank when I open profile.,Bug Report,High,2025-06-17 20:05:07.454948
1211,Login Error,The search is not working after the latest update.,Bug Report,Low,2025-09-01 14:25:07.454948
1212,Slow Performance,Server response time is too slow for login.,Technical Issue,Critical,2025-04-14 20:00:07.454948
1213,2FA Issue,How do I delete my account permanently?,Account Management,Low,2025-08-06 17:10:07.454948
1214,Password Reset,I can't reset my password.,Account Management,Medium,2025-07-21 14:04:07.454948
1215,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-18 10:46:07.454948
1216,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-04-05 01:11:07.454948
1217,Feature Broken,The screen goes blank when I open dashboard.,Bug Report,Critical,2025-09-27 06:46:07.454948
1218,API Error,Integration with Slack is failing.,Technical Issue,Medium,2025-04-15 22:47:07.454948
1219,Login Error,App crashes when I click on Save.,Bug Report,Medium,2025-05-17 21:08:07.454948
1220,API Error,Integration with Zapier is failing.,Technical Issue,Medium,2025-04-21 03:27:07.454948
1221,UX Improvement,I suggest improving the reporting for better usability.,Feature Request,Medium,2025-09-14 22:36:07.454948
1222,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-06-10 00:21:07.454948
1223,2FA Issue,My account is locked without reason.,Account Management,High,2025-04-06 06:41:07.454948
1224,Login Error,The dark mode is not working after the latest update.,Bug Report,High,2025-08-09 17:23:07.454948
1225,Slow Performance,API returns 500 error when calling /api/users.,Technical Issue,High,2025-06-23 07:27:07.454948
1226,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-09-17 18:12:07.454948
1227,2FA Issue,Two-factor authentication not working.,Account Management,Low,2025-04-03 04:42:07.454948
1228,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-04-11 19:05:07.454948
1229,API Error,Integration with Zapier is failing.,Technical Issue,Medium,2025-09-01 10:51:07.454948
1230,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-06-02 21:29:07.454948
1231,App Crash,Login fails even with correct credentials.,Bug Report,Medium,2025-07-03 23:42:07.454948
1232,Feature Broken,App crashes when I click on Save.,Bug Report,High,2025-03-31 15:26:07.454948
1233,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-08-29 12:49:07.454948
1234,Password Reset,Email not updating in profile settings.,Account Management,Medium,2025-08-21 16:12:07.454948
1235,UX Improvement,Add export to PDF functionality.,Feature Request,High,2025-04-03 02:47:07.454948
1236,Double Charge,Refund request for unused service period.,Billing Inquiry,Low,2025-04-02 20:19:07.454948
1237,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-09-25 13:39:07.454948
1238,New Feature Suggestion,It would be great if we could upload file.,Feature Request,Medium,2025-07-12 03:35:07.454948
1239,API Error,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-08-20 11:03:07.454948
1240,Password Reset,Two-factor authentication not working.,Account Management,Critical,2025-05-13 12:06:07.454948
1241,New Feature Suggestion,It would be great if we could log in.,Feature Request,Critical,2025-06-01 16:43:07.454948
1242,App Crash,The screen goes blank when I open billing.,Bug Report,High,2025-06-05 01:52:07.454948
1243,App Crash,Error message '404' appears when I try to sync data.,Bug Report,Low,2025-04-30 08:03:07.454948
1244,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-07-26 12:37:07.454948
1245,Connection Failed,Server response time is too slow for search query.,Technical Issue,Critical,2025-05-24 07:58:07.454948
1246,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Medium,2025-04-09 17:54:07.454948
1247,New Feature Suggestion,Can you add search to the dashboard?,Feature Request,Medium,2025-08-29 04:08:07.454948
1248,Login Error,Login fails even with correct credentials.,Bug Report,Medium,2025-07-23 00:36:07.454948
1249,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-08-07 08:16:07.454948
1250,Connection Failed,Integration with Zapier is failing.,Technical Issue,High,2025-07-26 13:23:07.454948
1251,Account Locked,Two-factor authentication not working.,Account Management,Critical,2025-06-10 02:43:07.454948
1252,API Error,Integration with Zapier is failing.,Technical Issue,Critical,2025-04-03 08:36:07.454948
1253,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,Low,2025-09-15 16:17:07.454948
1254,Feature Broken,Error message 'Timeout' appears when I try to upload file.,Bug Report,High,2025-08-18 23:38:07.454948
1255,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-08-08 03:36:07.454948
1256,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Critical,2025-08-22 05:39:07.454948
1257,UX Improvement,I suggest improving the onboarding for better usability.,Feature Request,Critical,2025-06-16 05:12:07.454948
1258,App Crash,The screen goes blank when I open profile.,Bug Report,Critical,2025-05-31 19:46:07.454948
1259,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-09-01 04:34:07.454948
1260,Login Error,The screen goes blank when I open settings.,Bug Report,High,2025-03-31 11:11:07.454948
1261,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,High,2025-09-01 17:50:07.454948
1262,Slow Performance,API returns 500 error when calling /api/payments.,Technical Issue,Medium,2025-05-20 02:24:07.454948
1263,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,High,2025-05-24 12:15:07.454948
1264,Slow Performance,I can't connect to the email server despite correct settings.,Technical Issue,Medium,2025-05-09 13:36:07.454948
1265,Connection Failed,Server response time is too slow for login.,Technical Issue,High,2025-07-02 00:45:07.454948
1266,Refund Request,Refund request for unused service period.,Billing Inquiry,High,2025-06-12 20:31:07.454948
1267,Slow Performance,Server response time is too slow for login.,Technical Issue,High,2025-08-30 03:11:07.454948
1268,App Crash,The search is not working after the latest update.,Bug Report,High,2025-05-22 01:39:07.454948
1269,API Error,Server response time is too slow for login.,Technical Issue,High,2025-05-26 08:18:07.454948
1270,Feature Broken,Error message 'Timeout' appears when I try to reset password.,Bug Report,High,2025-09-08 08:31:07.454948
1271,Account Locked,How do I delete my account permanently?,Account Management,High,2025-07-27 20:15:07.454948
1272,UX Improvement,It would be great if we could upload file.,Feature Request,Critical,2025-07-19 22:31:07.454948
1273,Account Locked,Email not updating in profile settings.,Account Management,Medium,2025-05-14 17:56:07.454948
1274,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-06-15 12:08:07.454948
1275,Slow Performance,SSL certificate error on your domain.,Technical Issue,Critical,2025-06-20 03:04:07.454948
1276,Login Error,Error message 'Timeout' appears when I try to log in.,Bug Report,Critical,2025-09-12 09:48:07.454948
1277,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-08-06 16:35:07.454948
1278,Connection Failed,Server response time is too slow for data export.,Technical Issue,High,2025-04-14 04:06:07.454948
1279,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-07-14 03:52:07.454948
1280,App Crash,App crashes when I click on Save.,Bug Report,High,2025-09-23 00:57:07.454948
1281,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-05-08 20:56:07.454948
1282,2FA Issue,My account is locked without reason.,Account Management,High,2025-07-29 14:02:07.454948
1283,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Low,2025-05-26 23:04:07.454948
1284,API Error,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-09-22 19:37:07.454948
1285,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-08-24 03:57:07.454948
1286,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-09-08 07:22:07.454948
1287,Slow Performance,Server response time is too slow for file upload.,Technical Issue,High,2025-05-06 17:04:07.454948
1288,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-07-20 20:12:07.454948
1289,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-08-28 20:28:07.454948
1290,2FA Issue,Two-factor authentication not working.,Account Management,High,2025-09-14 06:55:07.454948
1291,Double Charge,Refund request for unused service period.,Billing Inquiry,Critical,2025-08-14 14:08:07.454948
1292,Feature Broken,Login fails even with correct credentials.,Bug Report,High,2025-05-09 00:54:07.454948
1293,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-12 19:40:07.454948
1294,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,High,2025-05-16 17:15:07.454948
1295,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-04-01 16:32:07.454948
1296,UX Improvement,Can you add notifications to the dashboard?,Feature Request,Low,2025-07-03 23:13:07.454948
1297,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-08-12 10:42:07.454948
1298,New Feature Suggestion,I suggest improving the user management for better usability.,Feature Request,Critical,2025-06-16 21:53:07.454948
1299,Refund Request,I was charged twice for my subscription.,Billing Inquiry,Critical,2025-04-10 15:26:07.454948
1300,Password Reset,Email not updating in profile settings.,Account Management,Critical,2025-07-19 03:31:07.454948
1301,2FA Issue,How do I delete my account permanently?,Account Management,Critical,2025-08-03 08:34:07.454948
1302,Connection Failed,Server response time is too slow for search query.,Technical Issue,High,2025-05-22 15:44:07.454948
1303,App Crash,App crashes when I click on Submit.,Bug Report,High,2025-06-15 08:08:07.454948
1304,Account Locked,Email not updating in profile settings.,Account Management,Low,2025-07-19 06:39:07.454948
1305,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,High,2025-07-18 08:26:07.454948
1306,Feature Broken,The dark mode is not working after the latest update.,Bug Report,High,2025-06-09 01:13:07.454948
1307,Account Locked,How do I delete my account permanently?,Account Management,Critical,2025-04-20 01:45:07.454948
1308,UX Improvement,I suggest improving the reporting for better usability.,Feature Request,Medium,2025-07-02 02:24:07.454948
1309,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-07-17 15:48:07.454948
1310,API Error,Integration with Google Workspace is failing.,Technical Issue,Critical,2025-06-13 10:12:07.454948
1311,Login Error,App crashes when I click on Save.,Bug Report,Medium,2025-04-09 01:19:07.454948
1312,Invoice Question,I was charged twice for my subscription.,Billing Inquiry,High,2025-05-29 06:02:07.454948
1313,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-06-29 13:59:07.454948
1314,App Crash,App crashes when I click on Submit.,Bug Report,Critical,2025-08-10 13:19:07.454948
1315,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-06-12 00:24:07.454948
1316,Password Reset,Two-factor authentication not working.,Account Management,Medium,2025-07-23 04:40:07.454948
1317,Invoice Question,Refund request for unused service period.,Billing Inquiry,Medium,2025-04-23 12:53:07.454948
1318,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-09-23 15:51:07.454948
1319,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-04-25 11:54:07.454948
1320,Login Error,Login fails even with correct credentials.,Bug Report,High,2025-09-22 06:41:07.454948
1321,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-07-30 15:55:07.454948
1322,Login Error,Error message '404' appears when I try to sync data.,Bug Report,Medium,2025-06-27 09:11:07.454948
1323,App Crash,The export is not working after the latest update.,Bug Report,Low,2025-07-25 04:32:07.454948
1324,Feature Broken,The screen goes blank when I open settings.,Bug Report,High,2025-04-05 10:13:07.454948
1325,Slow Performance,I can't connect to the cloud storage despite correct settings.,Technical Issue,Critical,2025-06-23 02:38:07.454948
1326,Feature Broken,App crashes when I click on Delete.,Bug Report,High,2025-08-09 21:00:07.454948
1327,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Medium,2025-04-30 16:09:07.454948
1328,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-22 22:15:07.454948
1329,Connection Failed,API returns 500 error when calling /api/payments.,Technical Issue,High,2025-08-13 14:16:07.454948
1330,New Feature Suggestion,Can you add search to the dashboard?,Feature Request,High,2025-07-14 09:36:07.454948
